Prime: 113, Epochs: 8000

Epoch 0/8000, Loss: 0.293684
Epoch 100/8000, Loss: 0.073288
Epoch 200/8000, Loss: 0.048314
Epoch 300/8000, Loss: 0.028983
Epoch 400/8000, Loss: 0.016568
Epoch 500/8000, Loss: 0.011862
Epoch 600/8000, Loss: 0.009364
Epoch 700/8000, Loss: 0.007868
Epoch 800/8000, Loss: 0.006856
Epoch 900/8000, Loss: 0.006150
Epoch 1000/8000, Loss: 0.005577
Epoch 1100/8000, Loss: 0.005521
Epoch 1200/8000, Loss: 0.005468
Epoch 1300/8000, Loss: 0.005413
Epoch 1400/8000, Loss: 0.005356
Epoch 1500/8000, Loss: 0.005297
Epoch 1600/8000, Loss: 0.005238
Epoch 1700/8000, Loss: 0.005176
Epoch 1800/8000, Loss: 0.005113
Epoch 1900/8000, Loss: 0.005048
Epoch 2000/8000, Loss: 0.004982
Epoch 2100/8000, Loss: 0.004975
Epoch 2200/8000, Loss: 0.004968
Epoch 2300/8000, Loss: 0.004960
Epoch 2400/8000, Loss: 0.004952
Epoch 2500/8000, Loss: 0.004944
Epoch 2600/8000, Loss: 0.004935
Epoch 2700/8000, Loss: 0.004926
Epoch 2800/8000, Loss: 0.004916
Epoch 2900/8000, Loss: 0.004906
Epoch 3000/8000, Loss: 0.004896
Epoch 3100/8000, Loss: 0.004895
Epoch 3200/8000, Loss: 0.004894
Epoch 3300/8000, Loss: 0.004892
Epoch 3400/8000, Loss: 0.004891
Epoch 3500/8000, Loss: 0.004890
Epoch 3600/8000, Loss: 0.004889
Epoch 3700/8000, Loss: 0.004887
Epoch 3800/8000, Loss: 0.004886
Epoch 3900/8000, Loss: 0.004884
Epoch 4000/8000, Loss: 0.004883
Epoch 4100/8000, Loss: 0.004883
Epoch 4200/8000, Loss: 0.004882
Epoch 4300/8000, Loss: 0.004882
Epoch 4400/8000, Loss: 0.004882
Epoch 4500/8000, Loss: 0.004882
Epoch 4600/8000, Loss: 0.004882
Epoch 4700/8000, Loss: 0.004882
Epoch 4800/8000, Loss: 0.004881
Epoch 4900/8000, Loss: 0.004881
Epoch 5000/8000, Loss: 0.004881
Epoch 5100/8000, Loss: 0.004881
Epoch 5200/8000, Loss: 0.004881
Epoch 5300/8000, Loss: 0.004881
