Prime: 113, Epochs: 8000

Epoch 0/8000, Loss: 0.586123
Epoch 100/8000, Loss: 0.073812
Epoch 200/8000, Loss: 0.045421
Epoch 300/8000, Loss: 0.023898
Epoch 400/8000, Loss: 0.014616
Epoch 500/8000, Loss: 0.010626
Epoch 600/8000, Loss: 0.008554
Epoch 700/8000, Loss: 0.007270
Epoch 800/8000, Loss: 0.006377
Epoch 900/8000, Loss: 0.005759
Epoch 1000/8000, Loss: 0.005224
Epoch 1100/8000, Loss: 0.005170
Epoch 1200/8000, Loss: 0.005122
Epoch 1300/8000, Loss: 0.005072
Epoch 1400/8000, Loss: 0.005020
Epoch 1500/8000, Loss: 0.004966
Epoch 1600/8000, Loss: 0.004911
Epoch 1700/8000, Loss: 0.004854
Epoch 1800/8000, Loss: 0.004797
Epoch 1900/8000, Loss: 0.004739
Epoch 2000/8000, Loss: 0.004681
Epoch 2100/8000, Loss: 0.004675
Epoch 2200/8000, Loss: 0.004669
Epoch 2300/8000, Loss: 0.004662
Epoch 2400/8000, Loss: 0.004655
Epoch 2500/8000, Loss: 0.004648
Epoch 2600/8000, Loss: 0.004641
Epoch 2700/8000, Loss: 0.004633
Epoch 2800/8000, Loss: 0.004624
Epoch 2900/8000, Loss: 0.004616
Epoch 3000/8000, Loss: 0.004607
Epoch 3100/8000, Loss: 0.004606
Epoch 3200/8000, Loss: 0.004605
Epoch 3300/8000, Loss: 0.004604
Epoch 3400/8000, Loss: 0.004603
Epoch 3500/8000, Loss: 0.004601
Epoch 3600/8000, Loss: 0.004600
Epoch 3700/8000, Loss: 0.004599
Epoch 3800/8000, Loss: 0.004598
Epoch 3900/8000, Loss: 0.004596
Epoch 4000/8000, Loss: 0.004595
Epoch 4100/8000, Loss: 0.004595
Epoch 4200/8000, Loss: 0.004595
Epoch 4300/8000, Loss: 0.004595
Epoch 4400/8000, Loss: 0.004594
Epoch 4500/8000, Loss: 0.004594
Epoch 4600/8000, Loss: 0.004594
Epoch 4700/8000, Loss: 0.004594
Epoch 4800/8000, Loss: 0.004594
Epoch 4900/8000, Loss: 0.004594
Epoch 5000/8000, Loss: 0.004593
Epoch 5100/8000, Loss: 0.004593
Epoch 5200/8000, Loss: 0.004593
Epoch 5300/8000, Loss: 0.004593
Epoch 5400/8000, Loss: 0.004593
Epoch 5500/8000, Loss: 0.004593
Epoch 5600/8000, Loss: 0.004593
Epoch 5700/8000, Loss: 0.004593
Epoch 5800/8000, Loss: 0.004593
Epoch 5900/8000, Loss: 0.004593
Epoch 6000/8000, Loss: 0.004593
Epoch 6100/8000, Loss: 0.004593
Epoch 6200/8000, Loss: 0.004593
Epoch 6300/8000, Loss: 0.004593
