Prime: 113, Epochs: 8000

Epoch 0/8000, Loss: 0.328443
Epoch 100/8000, Loss: 0.072275
Epoch 200/8000, Loss: 0.042574
Epoch 300/8000, Loss: 0.019375
Epoch 400/8000, Loss: 0.012251
Epoch 500/8000, Loss: 0.009126
Epoch 600/8000, Loss: 0.007351
Epoch 700/8000, Loss: 0.006249
Epoch 800/8000, Loss: 0.005415
Epoch 900/8000, Loss: 0.004827
Epoch 1000/8000, Loss: 0.004348
Epoch 1100/8000, Loss: 0.004302
Epoch 1200/8000, Loss: 0.004256
Epoch 1300/8000, Loss: 0.004209
Epoch 1400/8000, Loss: 0.004159
Epoch 1500/8000, Loss: 0.004108
Epoch 1600/8000, Loss: 0.004055
Epoch 1700/8000, Loss: 0.004001
Epoch 1800/8000, Loss: 0.003945
Epoch 1900/8000, Loss: 0.003889
Epoch 2000/8000, Loss: 0.003832
Epoch 2100/8000, Loss: 0.003826
Epoch 2200/8000, Loss: 0.003820
Epoch 2300/8000, Loss: 0.003813
Epoch 2400/8000, Loss: 0.003807
Epoch 2500/8000, Loss: 0.003800
Epoch 2600/8000, Loss: 0.003793
Epoch 2700/8000, Loss: 0.003785
Epoch 2800/8000, Loss: 0.003778
Epoch 2900/8000, Loss: 0.003770
Epoch 3000/8000, Loss: 0.003761
Epoch 3100/8000, Loss: 0.003761
Epoch 3200/8000, Loss: 0.003760
Epoch 3300/8000, Loss: 0.003759
Epoch 3400/8000, Loss: 0.003758
Epoch 3500/8000, Loss: 0.003757
Epoch 3600/8000, Loss: 0.003756
Epoch 3700/8000, Loss: 0.003755
Epoch 3800/8000, Loss: 0.003754
Epoch 3900/8000, Loss: 0.003752
Epoch 4000/8000, Loss: 0.003751
Epoch 4100/8000, Loss: 0.003751
Epoch 4200/8000, Loss: 0.003751
Epoch 4300/8000, Loss: 0.003751
Epoch 4400/8000, Loss: 0.003751
Epoch 4500/8000, Loss: 0.003751
Epoch 4600/8000, Loss: 0.003751
Epoch 4700/8000, Loss: 0.003750
Epoch 4800/8000, Loss: 0.003750
Epoch 4900/8000, Loss: 0.003750
Epoch 5000/8000, Loss: 0.003750
Epoch 5100/8000, Loss: 0.003750
Epoch 5200/8000, Loss: 0.003750
Epoch 5300/8000, Loss: 0.003750
Epoch 5400/8000, Loss: 0.003750
Epoch 5500/8000, Loss: 0.003750
Epoch 5600/8000, Loss: 0.003750
Epoch 5700/8000, Loss: 0.003750
Epoch 5800/8000, Loss: 0.003750
Epoch 5900/8000, Loss: 0.003750
Epoch 6000/8000, Loss: 0.003750
Epoch 6100/8000, Loss: 0.003750
Epoch 6200/8000, Loss: 0.003750
Epoch 6300/8000, Loss: 0.003750
Epoch 6400/8000, Loss: 0.003750
Epoch 6500/8000, Loss: 0.003750
Epoch 6600/8000, Loss: 0.003750
Epoch 6700/8000, Loss: 0.003750
Epoch 6800/8000, Loss: 0.003750
Epoch 6900/8000, Loss: 0.003750
Epoch 7000/8000, Loss: 0.003750
Epoch 7100/8000, Loss: 0.003750
Epoch 7200/8000, Loss: 0.003750
Epoch 7300/8000, Loss: 0.003750
Epoch 7400/8000, Loss: 0.003750
Epoch 7500/8000, Loss: 0.003750
Epoch 7600/8000, Loss: 0.003750
Epoch 7700/8000, Loss: 0.003750
Epoch 7800/8000, Loss: 0.003750
Epoch 7900/8000, Loss: 0.003750
Epoch 7999/8000, Loss: 0.003750

Accuracy: 53.00% (53/100)

Test Results:
Input: (84, 15) | Target: 99 | Predicted: 99
Input: (37, 44) | Target: 81 | Predicted: 80
Input: (55, 94) | Target: 36 | Predicted: 35
Input: (70, 30) | Target: 100 | Predicted: 100
Input: (83, 84) | Target: 54 | Predicted: 54
Input: (57, 97) | Target: 41 | Predicted: 40
Input: (38, 76) | Target: 1 | Predicted: 26
Input: (28, 43) | Target: 71 | Predicted: 71
Input: (87, 47) | Target: 21 | Predicted: 21
Input: (2, 101) | Target: 103 | Predicted: 102
Input: (5, 28) | Target: 33 | Predicted: 32
Input: (109, 96) | Target: 92 | Predicted: 92
Input: (0, 68) | Target: 68 | Predicted: 68
Input: (54, 50) | Target: 104 | Predicted: 104
Input: (97, 0) | Target: 97 | Predicted: 99
Input: (54, 32) | Target: 86 | Predicted: 86
Input: (107, 84) | Target: 78 | Predicted: 78
Input: (77, 10) | Target: 87 | Predicted: 87
Input: (58, 52) | Target: 110 | Predicted: 106
Input: (69, 107) | Target: 63 | Predicted: 63
